clean_input,label,intent
hey searching for salwar for ladies,11,greeting
good afternoon need shirt,11,greeting
hi looking for brown hoodie,11,greeting
hi looking for brown kurta,11,greeting
hi looking for white palazzo,11,greeting
good afternoon i am looking for lehenga,11,greeting
hey i am looking for dress,11,greeting
good afternoon looking for s kurta,11,greeting
hey need 40 size tshirt,11,greeting
hey searching for saree for women,11,greeting
hey need 32 size salwar,11,greeting
good morning want to buy white salwar,11,greeting
hello need beige hoodie in m,11,greeting
good morning i am looking for tshirt,11,greeting
hello need maroon palazzo in 34,11,greeting
hi looking for pink kurti,11,greeting
hi want top for girls,11,greeting
hey need 30 size palazzo,11,greeting
hello need black lehenga in 32,11,greeting
hi want top for men,11,greeting
hi want hoodie for ladies,11,greeting
hey need 32 size saree,11,greeting
good morning want to buy brown tshirt,11,greeting
good morning want to buy white sherwani,11,greeting
good afternoon looking for l kurti,11,greeting
hey need xs size tshirt,11,greeting
hello need pink sherwani in 30,11,greeting
hello need brown lehenga in 28,11,greeting
hi looking for orange kurta,11,greeting
good morning i am looking for dhoti,11,greeting
hi want dress for boys,11,greeting
hey searching for churidar for boys,11,greeting
hi i want to buy hoodie,11,greeting
hi want sherwani for gents,11,greeting
hi want anarkali for ladies,11,greeting
hey need help with dhoti,11,greeting
hi looking for cream jacket,11,greeting
hey searching for salwar for girls,11,greeting
hi looking for white top,11,greeting
hey searching for lehenga for gents,11,greeting
hello need cream hoodie in 36,11,greeting
good morning want to buy white saree,11,greeting
good afternoon i am looking for salwar,11,greeting
hey need s size dress,11,greeting
hi looking for navy kurta,11,greeting
hi i am looking for dhoti,11,greeting
good afternoon looking for 42 jeans,11,greeting
hello need white lehenga in 34,11,greeting
hi i am looking for tshirt for kids,11,greeting
hello i am looking for sherwani,11,greeting
hi looking for brown salwar,11,greeting
hello need maroon kurta in m,11,greeting
good afternoon looking for 32 saree,11,greeting
hey need help with trousers,11,greeting
good afternoon looking for 28 dhoti,11,greeting
hi i am looking for kurti for boys,11,greeting
hey need 36 size saree,11,greeting
good morning want to buy grey salwar,11,greeting
hi looking for pink kurta,11,greeting
good afternoon looking for l top,11,greeting
good morning i am looking for sherwani,11,greeting
hey need 42 size anarkali,11,greeting
hi want saree for kids,11,greeting
hey need help with shirt,11,greeting
hey i want to buy salwar,11,greeting
hi i am looking for salwar for gents,11,greeting
hi looking for purple churidar,11,greeting
hey i am looking for top,11,greeting
good morning want to buy navy sherwani,11,greeting
hello need purple sherwani in 32,11,greeting
good afternoon looking for 3xl salwar,11,greeting
good morning want to buy green jacket,11,greeting
hey searching for jeans for women,11,greeting
good afternoon i am looking for kurti,11,greeting
hey need xxl size jacket,11,greeting
hi want palazzo for men,11,greeting
hi want saree for girls,11,greeting
good morning want to buy yellow anarkali,11,greeting
hi want shirt for girls,11,greeting
hi i am looking for dress for kids,11,greeting
good morning want to buy beige jacket,11,greeting
hi looking for brown top,11,greeting
hello i am looking for hoodie,11,greeting
hi looking for blue lehenga,11,greeting
hey need xl size tshirt,11,greeting
hi looking for white dhoti,11,greeting
hi looking for yellow kurta,11,greeting
hello i want to buy lehenga,11,greeting
hello need green jacket in 28,11,greeting
hello need beige dhoti in 34,11,greeting
hello need help with anarkali,11,greeting
hi want lehenga for ladies,11,greeting
hey i am looking for saree,11,greeting
good afternoon looking for 34 kurti,11,greeting
hey searching for top for kids,11,greeting
hi looking for yellow trousers,11,greeting
hey need 42 size palazzo,11,greeting
good afternoon looking for m kurti,11,greeting
good afternoon looking for 30 anarkali,11,greeting
good morning want to buy teal trousers,11,greeting
good morning want to buy black jeans,11,greeting
hello need brown dhoti in 34,11,greeting
hi looking for blue palazzo,11,greeting
hey i want to buy dress,11,greeting
hey need 28 size top,11,greeting
hey searching for dhoti for men,11,greeting
hi looking for beige churidar,11,greeting
hey searching for tshirt for ladies,11,greeting
hi want kurta for ladies,11,greeting
hi i am looking for dhoti for gents,11,greeting
hi i am looking for tshirt for women,11,greeting
hey need xs size lehenga,11,greeting
hi looking for yellow anarkali,11,greeting
hey searching for hoodie for boys,11,greeting
hello need red jacket in l,11,greeting
good morning want to buy navy anarkali,11,greeting
hi looking for brown tshirt,11,greeting
hi looking for purple sherwani,11,greeting
good morning looking for kurti,11,greeting
hello i am looking for dhoti,11,greeting
hello need green tshirt in l,11,greeting
hi want anarkali for girls,11,greeting
good morning want to buy beige kurti,11,greeting
good afternoon looking for l trousers,11,greeting
hello need white jacket in 38,11,greeting
good afternoon looking for 36 dress,11,greeting
hey need 36 size shirt,11,greeting
hi want jeans for men,11,greeting
good evening i want top,11,greeting
hello need pink trousers in 36,11,greeting
hey do you help with saree selection,11,greeting
hey need 38 size trousers,11,greeting
hi i want to buy shirt,11,greeting
hello need navy salwar in 38,11,greeting
hello need grey hoodie in 3xl,11,greeting
hi need help with churidar,11,greeting
hey need xs size saree,11,greeting
good afternoon looking for 30 top,11,greeting
good afternoon looking for xs hoodie,11,greeting
hey need m size shirt,11,greeting
hello need brown kurti in s,11,greeting
hello need blue lehenga in xxl,11,greeting
hi looking for pink salwar,11,greeting
good morning want to buy yellow hoodie,11,greeting
hi i am looking for kurti for men,11,greeting
hello i want to buy hoodie,11,greeting
hello need help with top,11,greeting
hi i am looking for sherwani for women,11,greeting
hi looking for teal hoodie,11,greeting
good afternoon need trousers,11,greeting
good afternoon looking for 38 jeans,11,greeting
hi want shirt for boys,11,greeting
hey quick question about palazzo,11,greeting
good afternoon looking for 30 hoodie,11,greeting
hi want jacket for women,11,greeting
hello need purple dhoti in 28,11,greeting
hello need white dhoti in 42,11,greeting
good morning want to buy purple tshirt,11,greeting
hello need purple kurta in 32,11,greeting
hi i am looking for tshirt,11,greeting
hi want kurti for kids,11,greeting
hello need help with salwar,11,greeting
hi want saree for ladies,11,greeting
hi looking for grey saree,11,greeting
good afternoon looking for m hoodie,11,greeting
hi looking for green lehenga,11,greeting
hi i am looking for dhoti for boys,11,greeting
hi team i need kurta,11,greeting
hello need brown jacket in 28,11,greeting
hey need 34 size hoodie,11,greeting
hey need 40 size dhoti,11,greeting
hi looking for cream saree,11,greeting
hi looking for white churidar,11,greeting
hello need blue jeans in 38,11,greeting
hi i want to buy sherwani,11,greeting
hi i am looking for dress for girls,11,greeting
good afternoon looking for 38 top,11,greeting
hey i want to buy sherwani,11,greeting
hey searching for jeans for kids,11,greeting
hi want trousers for men,11,greeting
hi i am looking for lehenga for girls,11,greeting
good morning want to buy yellow tshirt,11,greeting
hey need help with top,11,greeting
good morning want to buy black jacket,11,greeting
hi i want to buy saree,11,greeting
hi looking for purple hoodie,11,greeting
hey need 32 size kurta,11,greeting
hey need 38 size palazzo,11,greeting
hey searching for lehenga for men,11,greeting
hi want shirt for gents,11,greeting
hi i am looking for top for kids,11,greeting
good afternoon looking for 3xl lehenga,11,greeting
hey need 34 size tshirt,11,greeting
hello need help with trousers,11,greeting
good afternoon looking for 42 dhoti,11,greeting
will place order tomorrow,10,goodbye
ok clear bye,10,goodbye
will share your store to friends thanks,10,goodbye
will check later,10,goodbye
all clear thanks,10,goodbye
will share your store to others thanks,10,goodbye
all the best,10,goodbye
that is enough thanks,10,goodbye
everything clear bye,10,goodbye
thanks see you,10,goodbye
nothing else thanks,10,goodbye
will place order soon,10,goodbye
will place order later,10,goodbye
ok understood bye,10,goodbye
appreciate the help,10,goodbye
see you again,10,goodbye
nothing else thank you,10,goodbye
that is all thanks,10,goodbye
bye bye,10,goodbye
have a great day,10,goodbye
will place order after thinking,10,goodbye
appreciate your help,10,goodbye
thank you goodbye,10,goodbye
ok goodbye,10,goodbye
got my answer thanks,10,goodbye
ok thnx,10,goodbye
take care,10,goodbye
thank you see you,10,goodbye
let me check and come back,10,goodbye
will shop later,10,goodbye
thanks for the help,10,goodbye
that is it thanks,10,goodbye
cheers,10,goodbye
nothing else needed,10,goodbye
need to think will come back,10,goodbye
everything sorted bye,10,goodbye
appreciate the service,10,goodbye
ok got it bye,10,goodbye
nothing else bye,10,goodbye
that is all i needed thanks,10,goodbye
ok done,10,goodbye
have a good day,10,goodbye
let me consider and come back,10,goodbye
ok bye,10,goodbye
got the info thanks,10,goodbye
ty,10,goodbye
no more queries thanks,10,goodbye
will visit again thanks,10,goodbye
ok thanks,10,goodbye
got what i needed thanks,10,goodbye
see you soon,10,goodbye
will share your store to family thanks,10,goodbye
no more help needed thanks,10,goodbye
ok noted bye,10,goodbye
all good thanks,10,goodbye
cya,10,goodbye
bye,10,goodbye
will order later,10,goodbye
will order soon thanks,10,goodbye
goodbye,10,goodbye
ok will decide later,10,goodbye
will recommend your store to family thanks,10,goodbye
thanks for your help,10,goodbye
everything answered bye,10,goodbye
thank you for the info,10,goodbye
perfect thanks,10,goodbye
see you later,10,goodbye
thanks for clarifying,10,goodbye
have a good one,10,goodbye
will recommend your store to friends thanks,10,goodbye
alright bye,10,goodbye
let me think and come back,10,goodbye
need to decide will come back,10,goodbye
great thanks,10,goodbye
appreciate the quick response,10,goodbye
ok will check back later,10,goodbye
all sorted thanks,10,goodbye
see ya,10,goodbye
all done thanks,10,goodbye
thank you take care,10,goodbye
thank you for your help,10,goodbye
thanks bye,10,goodbye
will look later,10,goodbye
got everything i needed thanks,10,goodbye
thank you for the assistance,10,goodbye
will browse later,10,goodbye
thank you bye,10,goodbye
need to confirm will come back,10,goodbye
ok will think later,10,goodbye
will come back thanks,10,goodbye
