input,intent,response,title
wanted to know shipper tracking asap,order_status,refund processed in 57 days after we receive the item,Order Support
will order later,goodbye,thanks! have a great day,Goodbye
want to cancel order,order_status,refund processed in 57 days after we receive the item,Order Support
wanted to know buy now pay later?,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
where is my package,order_status,sorry for the delay! please share order id so we can help,Order Support
also limited stock? ji,availability_check,yes available! want to place an order?,Stock Availability
2 day delivery,delivery_query,we ship all over india! what's your city?,Delivery Information
hey kids size 12 years,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
just asking blazer price thank you,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
can i still purchase,availability_check,"limited stock remaining, better order soon!",Stock Availability
i wanted to ask smallest size?...,size_inquiry,"yes, that size is available! which item?",Size Inquiry
hi is it comfortable,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
btw any graphic tees if possible,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
show me tops,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
just asking replacement request,order_status,sorry for the delay! please share order id so we can help,Order Support
so purchase confirmed??,order_status,cancellation possible before dispatch. share order id!,Order Support
someone told me got boxers...,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
when will it arrive,delivery_query,free delivery on orders above rs. 999,Delivery Information
hey bookmarking this?,goodbye,bye! we're always here if you need us,Goodbye
hey shipping by when,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
got any hoodies?,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
hey credit card discount,price_inquiry,current sale up to 40 off on select items!,Price Related Query
hey delivry on sunday? fast,delivery_query,you'll get a tracking link once dispatched,Delivery Information
can you tell me year round available...,availability_check,yes that's available! want to go ahead and order?,Stock Availability
how much for a kurti,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
total amount?,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
umm color options right now,availability_check,yes available! want to place an order?,Stock Availability
saree stock,availability_check,let me check! which product and color?,Availability Check
hey cotton or synthtic?!,material_inquiry,machine wash safe. doesn't shrink or fade,Material Inquiry
cargo pants available,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
infant wear prcie,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
any winter collection?,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
do you know if order modify??,order_status,sorry for the delay! please share order id so we can help,Order Support
btw all done here pls,goodbye,thanks! hope to see your order soon,Goodbye
can u tell me bro rate kya hai yaar,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
brown color available,availability_check,"yes, available right now!",Stock Availability
please noted thanks asap,goodbye,bye! we're always here if you need us,Goodbye
please is it khadi!,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
please kids size 12 years today,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
can u tell me can i still order yaar,availability_check,yes available! want to place an order?,Stock Availability
hi do you have a minute,greeting,hey! how can i help you?,Greeting
btw do you go above xxl thank you,size_inquiry,"yes, that size is available! which item?",Size Inquiry
left at door,order_status,we'll raise it with the courier. please share order id,Order Support
is it viscose if possible,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
shirt stock,availability_check,let me check! which product and color?,Availability Check
hi order tracking?!,order_status,please share your order id and i'll check right away!,Order Support
i wanted to ask good afternoon ?,greeting,"hey, welcome! what are you shopping for?",Greeting
royal blue available,availability_check,"yes, available right now!",Stock Availability
stay safe,goodbye,thanks! hope to see your order soon,Goodbye
can i return after 7 days,order_status,happy to help! please share your order id,Order Support
actually any ethnic wear? urgent,product_inquiry,"we have shirts, kurtas, jeans, tops, dresses more",Product Inquiry
i heard that any discount asap,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
i heard that ok i'll place order please,goodbye,bye! we're always here if you need us,Goodbye
hi do you have more stock??,availability_check,"limited stock remaining, better order soon!",Stock Availability
quick question how much for track pants right now,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
pure cotton,material_inquiry,premium quality fabric comfortable and durable,Material Inquiry
can u tell me much appreciated urgent,goodbye,take care! ping us whenever you need,Goodbye
pls hey right now,greeting,hey! how can i help you?,Greeting
hey shipping estimate?...,delivery_query,you'll get a tracking link once dispatched,Delivery Information
that's it,goodbye,bye! we're always here if you need us,Goodbye
cream color,availability_check,in stock! which size do you need?,Stock Availability
size 34,size_inquiry,yes we have that size! which product?,Size Inquiry
is it true to siz thank you,size_inquiry,"yes, that size is available! which item?",Size Inquiry
what percentage cotton,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
ok done,goodbye,bye come back anytime,Goodbye
hey do you have shoes thank you,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
hand wash only,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
do you know if any new stuff asap,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
hlo,greeting,hello welcome to our store how can i help you,Greeting
size different from ordered,order_status,share your order number and we'll track it for you,Order Support
shipping on sunday?,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
do you have this right now,availability_check,yes available! want to place an order?,Stock Availability
hey is this still in stock??,availability_check,let me check which color and size?,Stock Availability
bro is the colour fast??,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
quick q any party wear? quickly,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
return pickup available,order_status,share your order number and we'll track it for you,Order Support
