input,intent,response,title
hi looking for teal dhoti,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hi looking for orange t-shirt,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hey support quick query about anarkali,greeting,Hello! Welcome to our store. How can I help you today?,Greeting
hello want to check dhoti price,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
good afternoon I am looking for top,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hello support I want saree,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
good morning want to buy maroon kurti,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hi want dhoti for men,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hi want kurta for gents,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hi looking for pink saree,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
hello support I want jeans,greeting,Hello! Welcome to our store. How can I help you today?,Greeting
hey searching for saree for gents,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hi need help choosing lehenga,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hey do you help with hoodie selection,greeting,Hi! What brings you here today? I am here to assist.,Greeting
good afternoon looking for 32 kurta,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hey support quick query about top,greeting,Good to have you here. What can I help you with?,Greeting
hi need help choosing salwar,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
good morning I am looking for kurta,greeting,Good to have you here. What can I help you with?,Greeting
hey I am looking for t-shirt,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey do you help with kurta selection,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hey searching for jacket for men,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hey do you help with jeans selection,greeting,Hello! Welcome to our store. How can I help you today?,Greeting
hello I want to buy dhoti,greeting,Hello and welcome! Ask me anything about our products or orders.,Greeting
good morning want to buy cream saree,greeting,Hello and welcome! Ask me anything about our products or orders.,Greeting
hey need help with jacket,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
good morning want to buy brown salwar,greeting,Hello and welcome! Ask me anything about our products or orders.,Greeting
good morning want to buy cream dress,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey support quick query about palazzo,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
good morning looking for jacket,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hello need beige salwar in 30,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey I want to buy kurta,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hi I am looking for lehenga for women,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
good morning want to buy brown anarkali,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hello I am looking for t-shirt,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
hi is this the right place to buy trousers,greeting,Hello and welcome! Ask me anything about our products or orders.,Greeting
hello need blue jacket in 40,greeting,Good to have you here. What can I help you with?,Greeting
hey searching for dhoti for gents,greeting,Good to have you here. What can I help you with?,Greeting
hey do you help with palazzo selection,greeting,Hello! Welcome to our store. How can I help you today?,Greeting
hi need help with kurta,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hello need orange top in 30,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hi need help choosing dhoti,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hello I am looking for jeans,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
hi is this the right place to buy kurti,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hey need 40 size salwar,greeting,Hello! Welcome to our store. How can I help you today?,Greeting
hi I want to buy trousers,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hi team I need sherwani,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hi need help with dress,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
good morning want to buy red dress,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
hi team I need lehenga,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hello need help with saree,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
good afternoon looking for 38 shirt,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hello need grey sherwani in XXL,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hi team I need churidar,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey support quick query about kurti,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hi team I need shirt,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
hey searching for saree for men,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey support quick query about churidar,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
heyyy,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hi looking for blue hoodie,greeting,Good to have you here. What can I help you with?,Greeting
hi want anarkali for kids,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
good afternoon need palazzo,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
hi want churidar for girls,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hey need help with palazzo,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hello need grey kurta in 36,greeting,Hello and welcome! Ask me anything about our products or orders.,Greeting
hey need 32 size palazzo,greeting,Good to have you here. What can I help you with?,Greeting
good morning want to buy grey lehenga,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
hey need XS size churidar,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hi I am looking for saree for girls,greeting,Hi! What brings you here today? I am here to assist.,Greeting
hey I want to buy hoodie,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hello need purple dhoti in 38,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
hello need teal palazzo in 36,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hey quick question about churidar,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
hey need 3XL size t-shirt,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hello need teal top in 28,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
good afternoon looking for 36 top,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hi looking for white t-shirt,greeting,Hi there! Glad you are here. What are you looking for?,Greeting
hey searching for jacket for ladies,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hi want churidar for men,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hi looking for grey t-shirt,greeting,Hello! Welcome to our store. How can I help you today?,Greeting
good afternoon I am looking for shirt,greeting,Good to have you here. What can I help you with?,Greeting
hey support quick query about kurta,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey need L size dress,greeting,Hi! Happy to help you find the perfect outfit today.,Greeting
hey support quick query about dhoti,greeting,Good to have you here. What can I help you with?,Greeting
good afternoon need lehenga,greeting,Welcome to our store! Browse our collection from Rs.299 to Rs.2999.,Greeting
hi want t-shirt for girls,greeting,"Hello! Feel free to ask about our products, prices, or orders.",Greeting
good morning looking for hoodie,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
hello need blue hoodie in L,greeting,Welcome! We have a great collection of Indian and Western wear.,Greeting
hello need orange kurti in 28,greeting,Hello! Looking for ethnic or western wear? I can help.,Greeting
